,name,company,year,price,kms_driven,fuel_type
395,Maruti Suzuki Swift,Maruti,10,424000.0,76859,Petrol
396,Honda City S,Honda,7,725000.0,33000,Petrol
397,Maruti Suzuki Baleno,Maruti,6,596000.0,17286,Petrol
398,Mercedes-Benz GLA 220,Mercedes-Benz,7,2850000.0,40484,Diesel
399,Tata Tiago Revotorq,Tata,4,540000.0,70450,Diesel
400,Honda City V,Honda,5,840000.0,45074,Petrol
401,Hyundai Elite i20,Hyundai,9,695000.0,101000,Diesel
402,BMW 7 Series,BMW,8,5900000.0,22000,Petrol
403,Hyundai i20 Sportz,Hyundai,12,345000.0,69000,Petrol
404,Maruti Suzuki Dzire,Maruti,6,696000.0,14895,Petrol
405,Tata Tiago XZ,Tata,2,810000.0,11444,ecofriendly_fuel
406,Tata Tiago Revotron,Tata,6,413999.99999999994,32120,Petrol
407,Toyota Fortuner 2.8,Toyota,5,3300000.0,64300,Diesel
408,Tata Harrier XZA,Tata,3,2200000.0,30503,Diesel
409,Honda City SV,Honda,5,825000.0,62042,Petrol
410,Mahindra TUV300 T8,Mahindra,7,745000.0,122924,Diesel
411,Ford EcoSport Titanium,Ford,8,690000.0,37000,Petrol
412,Skoda Kushaq Style,Skoda,3,1925000.0,23402,Petrol
413,Audi A4 35,Audi,9,1725000.0,35000,Petrol
414,Hyundai Elite i20,Hyundai,7,639000.0,38657,Petrol
415,Maruti Suzuki Wagon,Maruti,8,445000.0,64000,Petrol
416,Hyundai Grand i10,Hyundai,6,509999.99999999994,35094,Petrol
417,Toyota Glanza G,Toyota,3,730000.0,18000,Petrol
418,Nissan Magnite XE,Nissan,3,670000.0,18503,Petrol
419,Ford EcoSport Titanium,Ford,6,825000.0,30000,Petrol
420,Honda Jazz ZX,Honda,4,842000.0,33197,Petrol
421,Land Rover Range,Land,5,7700000.0,39800,Petrol
422,Ford EcoSport Titanium,Ford,8,690000.0,83000,Diesel
423,BMW 3 Series,BMW,5,3600000.0,3600000,Diesel
424,Maruti Suzuki Swift,Maruti,3,715000.0,24783,Petrol
425,Maruti Suzuki Vitara,Maruti,7,815000.0,55000,Diesel
426,Hyundai Santro Sportz,Hyundai,5,554000.0,11844,Petrol
427,Jeep Compass Limited,Jeep,7,1695000.0,37430,Diesel
428,Mahindra XUV500 W8,Mahindra,11,878999.9999999999,81682,Diesel
429,Hyundai Xcent S,Hyundai,10,490000.00000000006,32700,Petrol
430,Honda WR-V VX,Honda,3,1019000.0,23795,Petrol
431,Maruti Suzuki Swift,Maruti,9,518000.0,37188,Petrol
432,Maruti Suzuki Alto,Maruti,7,379000.0,27044,Petrol
433,Hyundai Elite i20,Hyundai,8,660000.0,52451,Diesel
434,MG Hector Sharp,MG,4,1648999.9999999998,35200,Petrol
435,Hyundai Elite i20,Hyundai,5,849000.0,30490,Petrol
436,Maruti Suzuki Celerio,Maruti,5,500000.0,65000,Petrol
437,Maruti Suzuki Alto,Maruti,7,349000.0,36427,ecofriendly_fuel
438,Hyundai Santro Sportz,Hyundai,4,589000.0,47873,Petrol
439,Mahindra XUV500 W10,Mahindra,9,865000.0,116000,Diesel
440,Volkswagen Taigun Topline,Volkswagen,2,1789999.9999999998,11321,Petrol
441,Hyundai Creta E,Hyundai,6,930000.0000000001,12000,Petrol
442,Hyundai Grand i10,Hyundai,6,695000.0,23671,Petrol
443,Maruti Suzuki SX4,Maruti,15,160000.0,58000,Petrol
444,Honda Amaze 1.2,Honda,6,665000.0,38868,Petrol
445,Honda City VX,Honda,8,795000.0,33613,Petrol
446,Audi Q3 35,Audi,8,2050000.0,90246,Diesel
447,Hyundai Grand i10,Hyundai,6,500000.0,58005,Petrol
448,Toyota Yaris V,Toyota,6,980000.0000000001,44000,Petrol
449,Maruti Suzuki Swift,Maruti,5,704000.0,28151,Petrol
450,Hyundai Creta 1.6,Hyundai,9,745000.0,59233,Petrol
451,Hyundai Grand i10,Hyundai,7,500000.0,34000,Diesel
452,Maruti Suzuki Baleno,Maruti,7,610000.0,47500,Petrol
453,Honda City 1.5,Honda,14,325000.0,82000,Petrol
454,Toyota Fortuner Legender,Toyota,3,4850000.0,28000,Diesel
455,Toyota Etios Cross,Toyota,9,434999.99999999994,32545,Petrol
456,Honda City V,Honda,10,653000.0,82852,Petrol
457,Ford EcoSport Titanium,Ford,9,599000.0,56615,Diesel
458,Kia Seltos GTX,Kia,5,1490000.0,57600,Petrol
459,Hyundai Grand i10,Hyundai,6,620000.0,30704,Diesel
460,BMW X5 xDrive,BMW,7,4790000.0,60000,Diesel
461,Maruti Suzuki Baleno,Maruti,8,527000.0,14813,Petrol
462,Fiat Punto Active,Fiat,10,350000.0,85451,Diesel
463,Renault Kwid CLIMBER,Renault,7,425000.0,39736,Petrol
464,Mercedes-Benz C-Class C,Mercedes-Benz,8,2878000.0,31283,Diesel
465,Honda City SV,Honda,9,615000.0,69000,Petrol
466,Maruti Suzuki XL6,Maruti,2,1290000.0,14222,Petrol
467,Honda City 1.5,Honda,13,345000.0,63000,Petrol
468,Volkswagen Polo Comfortline,Volkswagen,11,290000.0,57261,Diesel
469,Skoda Rapid Ambition,Skoda,4,1013000.0000000001,14049,Petrol
470,Hyundai Eon Era,Hyundai,8,295000.0,75000,Petrol
471,Maruti Suzuki S-Presso,Maruti,3,476000.0,66,Petrol
472,Maruti Suzuki Dzire,Maruti,6,785000.0,91000,Diesel
473,Maruti Suzuki Ritz,Maruti,13,235000.0,39900,Petrol
474,Hyundai Creta SX,Hyundai,2,1925000.0,9355,Petrol
475,Maruti Suzuki Baleno,Maruti,6,700000.0,55000,Petrol
476,Volkswagen Taigun Highline,Volkswagen,3,1748999.9999999998,16777,Petrol
477,Toyota Innova Crysta,Toyota,6,2449000.0,55627,Diesel
478,Maruti Suzuki Ertiga,Maruti,10,595000.0,67590,Petrol
479,Nissan Micra Active,Nissan,7,325000.0,16937,Petrol
480,Honda City V,Honda,6,875000.0,36000,Petrol
481,Honda Amaze 1.2,Honda,2,857000.0,7702,Petrol
482,Maruti Suzuki S-Presso,Maruti,4,454000.0,50729,Petrol
483,BMW 3 Series,BMW,6,2250000.0,63000,Petrol
484,MINI Cooper Countryman,MINI,10,1475000.0,46251,Diesel
485,Hyundai Verna 1.4,Hyundai,8,590000.0,67000,Petrol
486,Mercedes-Benz CLA 200,Mercedes-Benz,8,2500000.0,52295,Diesel
487,Maruti Suzuki Alto,Maruti,9,292000.0,52460,Petrol
488,Hyundai i20 Asta,Hyundai,12,430000.0,41429,Petrol
489,Jeep Compass Limited,Jeep,5,1825000.0,28449,Petrol
490,Hyundai Santro Sportz,Hyundai,5,526000.0,57588,Petrol
491,Maruti Suzuki Wagon,Maruti,6,490000.00000000006,53830,Petrol
492,Toyota Innova 2.5,Toyota,15,425000.0,120000,Diesel
494,Maruti Suzuki Alto,Maruti,9,310000.0,68000,Petrol
495,Maruti Suzuki Baleno,Maruti,6,655000.0,22772,Petrol
496,Hyundai Grand i10,Hyundai,7,465000.00000000006,22407,Petrol
497,Hyundai Elite i20,Hyundai,6,630000.0,61546,Petrol
498,Hyundai i20 Magna,Hyundai,12,310000.0,68000,Petrol
499,Honda City SV,Honda,9,690000.0,45000,Petrol
500,MG Astor Sharp,MG,3,1685000.0000000002,4946,Petrol
501,Maruti Suzuki Wagon,Maruti,7,463999.99999999994,13889,Petrol
502,Jeep Compass Limited,Jeep,5,1692000.0000000002,23409,Petrol
503,Toyota Fortuner 2.8,Toyota,7,3250000.0,82000,Diesel
504,Maruti Suzuki Celerio,Maruti,10,415000.00000000006,40900,Petrol
505,Mercedes-Benz A-Class A,Mercedes-Benz,7,2295000.0,8368,Diesel
506,Toyota Fortuner 3.0,Toyota,12,1648999.9999999998,107281,Diesel
507,Maruti Suzuki Swift,Maruti,11,340000.0,51595,Petrol
508,Renault Kwid 1.0,Renault,6,459999.99999999994,22541,Petrol
509,Mercedes-Benz GLC 220,Mercedes-Benz,6,4400000.0,46000,Diesel
510,Maruti Suzuki Wagon,Maruti,8,359000.0,20728,Petrol
511,Hyundai Grand i10,Hyundai,5,595000.0,44868,Petrol
512,Hyundai Grand i10,Hyundai,5,733000.0,18631,Petrol
513,Toyota Innova Crysta,Toyota,6,1889999.9999999998,48969,Diesel
514,Toyota Innova Crysta,Toyota,2,3350000.0,42000,Diesel
515,Maruti Suzuki Wagon,Maruti,3,649000.0,9011,Petrol
516,Honda City VX,Honda,9,950000.0,77116,Petrol
517,Honda City Anniversary,Honda,6,819999.9999999999,26500,Diesel
518,Hyundai Creta SX,Hyundai,7,1137000.0,22872,Petrol
519,Volvo V40 D3,Volvo,8,1600000.0,30000,Diesel
520,Hyundai Elite i20,Hyundai,6,750000.0,33647,Petrol
521,Maruti Suzuki Alto,Maruti,10,223000.0,27233,Petrol
522,Hyundai Creta SX,Hyundai,3,1725000.0,28374,Petrol
523,Mahindra Scorpio S6,Mahindra,7,894999.9999999999,80500,Diesel
524,Volkswagen Polo GT,Volkswagen,7,944999.9999999999,41417,Petrol
525,Maruti Suzuki Alto,Maruti,9,267000.0,23377,Petrol
526,Hyundai Elite i20,Hyundai,6,850000.0,75126,Diesel
527,Maruti Suzuki Ciaz,Maruti,4,949000.0,16700,Petrol
528,Honda WR-V VX,Honda,5,699000.0,27429,Petrol
529,Renault Kwid RXL,Renault,6,295000.0,40000,Petrol
530,Ford Figo Duratorq,Ford,9,475000.0,50945,Diesel
531,Maruti Suzuki Swift,Maruti,5,650000.0,9500,Petrol
532,Honda Civic 1.8V,Honda,15,235000.0,107551,Petrol
533,Mahindra XUV700 AX,Mahindra,2,2800000.0,2100,Diesel
534,Maruti Suzuki Swift,Maruti,12,327000.0,40110,Petrol
535,Honda Brio E,Honda,11,370000.0,60000,Petrol
536,Honda CR-V 2.4,Honda,9,1251000.0,74009,Petrol
537,BMW 3 Series,BMW,4,4750000.0,13900,Petrol
538,BMW X5 xDrive,BMW,7,4800000.0,28000,Diesel
539,Maruti Suzuki S-Presso,Maruti,4,450000.0,11537,Petrol
540,Toyota Glanza V,Toyota,3,985000.0,15928,Petrol
541,Mahindra Alturas G4,Mahindra,5,2145000.0,40180,Diesel
542,Renault Duster 85,Renault,6,850000.0,22601,Diesel
543,BMW 3 Series,BMW,8,2750000.0,99000,Diesel
544,Maruti Suzuki Ignis,Maruti,4,712000.0,10658,Petrol
545,Maruti Suzuki Celerio,Maruti,4,556000.0,75044,ecofriendly_fuel
546,Ford EcoSport Signature,Ford,5,1019999.9999999999,52000,Diesel
547,Maruti Suzuki Ciaz,Maruti,6,875000.0,43999,Petrol
548,Honda Jazz VX,Honda,7,570000.0,92270,Petrol
549,Maruti Suzuki Swift,Maruti,12,370000.0,77000,Petrol
550,Audi Q3 35,Audi,9,1500000.0,148108,Diesel
551,Maruti Suzuki Wagon,Maruti,8,407000.0,39876,Petrol
552,Jaguar XF 2.2,Jaguar,10,1950000.0,67534,Diesel
553,Maruti Suzuki Alto,Maruti,9,330000.0,75430,ecofriendly_fuel
554,Maruti Suzuki Alto,Maruti,2,420000.0,20000,Petrol
555,Maruti Suzuki Vitara,Maruti,5,1150000.0,32000,Diesel
556,Hyundai Grand i10,Hyundai,8,535000.0,29000,Petrol
557,Hyundai i20 Active,Hyundai,8,645000.0,60273,Petrol
558,Honda Amaze 1.2,Honda,9,450000.0,57000,Petrol
559,Tata Nexon XZ,Tata,2,1065000.0,3280,Petrol
560,Audi Q7 Technology,Audi,2,9300000.0,6500,Petrol
561,Toyota Fortuner 2.8,Toyota,6,3250000.0,51000,Diesel
562,Toyota Corolla Altis,Toyota,9,645000.0,90293,Petrol
563,Maruti Suzuki Swift,Maruti,11,395000.0,36000,Petrol
564,Mercedes-Benz E-Class E250,Mercedes-Benz,10,2200000.0,39000,Diesel
565,BMW 5 Series,BMW,5,5195000.0,25234,Diesel
566,Skoda Kodiaq L&K,Skoda,5,3260000.0,61213,Diesel
567,Renault Kwid RXT,Renault,3,446000.0,36904,Petrol
568,Maruti Suzuki Swift,Maruti,6,542000.0,16304,Petrol
569,Skoda Octavia Elegance,Skoda,9,944999.9999999999,43000,Petrol
570,Tata Nexon XZA,Tata,3,1225000.0,20763,Petrol
571,Maruti Suzuki Eeco,Maruti,8,475000.0,38500,ecofriendly_fuel
572,Mahindra Thar CRDe,Mahindra,7,730000.0,41535,Diesel
573,Maruti Suzuki Baleno,Maruti,5,731000.0,24645,Petrol
574,BMW X5 xDrive,BMW,6,5300000.0,48213,Diesel
575,BMW X5 xDrive30d,BMW,7,4250000.0,80000,Diesel
576,Audi Q3 2.0,Audi,9,1513000.0,79000,Diesel
577,Maruti Suzuki Ciaz,Maruti,3,1155000.0,32031,Petrol
578,Hyundai i10 Sportz,Hyundai,11,295000.0,65002,Petrol
579,Mahindra XUV300 W8,Mahindra,3,1574000.0,39300,Diesel
580,Renault Kwid 1.0,Renault,8,495000.0,25332,Petrol
581,Maruti Suzuki Alto,Maruti,8,298000.0,24456,Petrol
582,Hyundai Grand i10,Hyundai,7,521000.0,32491,Petrol
583,Hyundai Elite i20,Hyundai,6,645000.0,12593,Petrol
584,Hyundai Santro Sportz,Hyundai,5,550000.0,34267,Petrol
585,Maruti Suzuki Celerio,Maruti,8,482000.0,29855,Petrol
586,Hyundai i20 Active,Hyundai,9,550000.0,15367,Petrol
587,Hyundai Venue S,Hyundai,5,894999.9999999999,14667,Petrol
588,Hyundai Verna 1.6,Hyundai,8,549000.0,41990,Petrol
589,Hyundai Creta 1.6,Hyundai,6,1425000.0,59000,Diesel
590,Hyundai Xcent S,Hyundai,9,350000.0,48000,Diesel
591,Maruti Suzuki Celerio,Maruti,6,560000.0,17542,Petrol
592,Skoda Rapid Ambition,Skoda,6,899000.0,57702,Petrol
593,Honda City 1.5,Honda,11,620000.0,42408,Petrol
594,Honda City VX,Honda,8,599000.0,51000,Petrol
595,Renault Duster 85,Renault,6,861999.9999999999,75795,Diesel
596,Maruti Suzuki Baleno,Maruti,6,894999.9999999999,21367,Petrol
598,Mercedes-Benz C-Class C,Mercedes-Benz,9,2650000.0,30000,Diesel
599,Hyundai Grand i10,Hyundai,9,535000.0,41017,Petrol
600,Hyundai Grand i10,Hyundai,8,524000.0,58184,Petrol
601,Maruti Suzuki Ciaz,Maruti,6,900000.0,31573,Petrol
602,Tata Nexon EV,Tata,2,1500000.0,4100,ecofriendly_fuel
603,Mahindra Quanto C8,Mahindra,12,300000.0,100000,Diesel
604,Tata Tigor Buzz,Tata,6,490000.00000000006,33100,Petrol
605,Maruti Suzuki Dzire,Maruti,6,665000.0,19000,Petrol
606,Honda City V,Honda,2,991000.0,9300,Petrol
607,Hyundai Tucson 2WD,Hyundai,3,761000.0,12030,Diesel
608,Hyundai Elite i20,Hyundai,8,779000.0,9889,Petrol
609,Skoda Octavia 1.8,Skoda,5,1950000.0,41000,Petrol
610,Hyundai Verna SX,Hyundai,7,1025000.0,69599,Diesel
611,Hyundai Grand i10,Hyundai,10,376000.0,56322,Petrol
612,Hyundai Santro Xing,Hyundai,11,265000.0,24587,Petrol
613,Hyundai Creta SX,Hyundai,7,975000.0,43398,Petrol
614,BMW 3 Series,BMW,13,900000.0,40000,Diesel
615,Maruti Suzuki Wagon,Maruti,3,687000.0,18512,Petrol
616,Maruti Suzuki Alto,Maruti,4,369000.0,13046,Petrol
617,Hyundai i10 1.1L,Hyundai,10,390000.0,73700,Petrol
618,Honda WR-V VX,Honda,5,890000.0,6000,Petrol
619,Tata Harrier XTA,Tata,2,2500000.0,6861,Diesel
620,Hyundai Elite i20,Hyundai,9,465000.00000000006,53776,Petrol
621,Skoda Rapid Style,Skoda,7,654000.0,61681,Diesel
622,Renault Kwid RXL,Renault,5,351000.0,13045,Petrol
623,Maruti Suzuki Swift,Maruti,12,526000.0,98251,Diesel
624,Renault Kwid CLIMBER,Renault,6,380000.0,52778,Petrol
625,Hyundai Creta SX,Hyundai,8,911000.0,45000,Petrol
626,Nissan Terrano XL,Nissan,9,625000.0,72000,Diesel
627,MG Hector Sharp,MG,3,1975000.0,20999,Petrol
628,Maruti Suzuki Ritz,Maruti,12,315000.0,42000,Petrol
629,Maruti Suzuki Vitara,Maruti,4,859000.0,72255,Petrol
630,Hyundai Creta 1.6,Hyundai,7,1002999.9999999999,48529,Petrol
631,Honda Jazz S,Honda,7,673000.0,55056,Petrol
632,Land Rover Range,Land,4,7898999.999999999,31059,Petrol
633,Renault Duster 110,Renault,10,570000.0,56816,Diesel
634,Maruti Suzuki Ertiga,Maruti,3,1190000.0,12587,Petrol
635,Toyota Innova Crysta,Toyota,7,1850000.0,56967,Diesel
636,Renault Kwid Neotech,Renault,3,549000.0,5485,Petrol
637,Renault Captur Platine,Renault,5,675000.0,51720,Diesel
638,Hyundai Santro Sportz,Hyundai,6,518000.0,29944,Petrol
639,Hyundai Verna 1.6,Hyundai,6,750000.0,16339,Petrol
640,Maruti Suzuki Vitara,Maruti,6,985000.0,93500,Diesel
641,Honda City S,Honda,7,695000.0,31605,Petrol
642,Hyundai Verna SX,Hyundai,3,1383000.0,14512,Diesel
643,Maruti Suzuki Alto,Maruti,6,319000.0,24993,Petrol
644,Mahindra XUV300 1.5,Mahindra,6,1150000.0,72000,Diesel
645,Toyota Innova Crysta,Toyota,7,2250000.0,52907,Diesel
646,Ford Figo Titanium,Ford,8,550000.0,49223,Petrol
647,Toyota Corolla Altis,Toyota,6,885000.0,125000,Petrol
648,Tata Tiago Revotron,Tata,6,639000.0,32210,Petrol
649,Honda WR-V VX,Honda,6,819999.9999999999,27963,Petrol
650,Volkswagen Tiguan Highline,Volkswagen,7,2400000.0,74000,Diesel
651,Audi Q7 45,Audi,7,6150000.0,40000,Diesel
652,Mahindra XUV500 W8,Mahindra,12,750000.0,147421,Diesel
653,BMW X1 sDrive20d,BMW,5,3250000.0,36114,Diesel
654,Toyota Camry Hybrid,Toyota,7,2143000.0,82000,Petrol
655,Honda Amaze 1.2,Honda,10,459999.99999999994,65000,Petrol
656,Mercedes-Benz C-Class 250,Mercedes-Benz,12,950000.0,99941,Diesel
657,Ford EcoSport Titanium,Ford,11,484999.99999999994,74000,Diesel
658,Maruti Suzuki Swift,Maruti,9,370000.0,76256,Petrol
659,Fiat Punto Evo,Fiat,8,400000.0,36500,Petrol
660,Maruti Suzuki Ignis,Maruti,7,525000.0,41240,Petrol
661,Mercedes-Benz E-Class E,Mercedes-Benz,2,7400000.0,11000,Diesel
662,Mercedes-Benz C-Class 250,Mercedes-Benz,11,1395000.0,55910,Diesel
663,Hyundai Grand i10,Hyundai,8,479000.0,38345,Petrol
664,Audi A6 Technology,Audi,4,4800000.0,23931,Petrol
665,Mahindra XUV500 W7,Mahindra,4,1350000.0,73342,Diesel
666,Honda Amaze 1.2,Honda,3,851000.0,17500,Petrol
667,Kia Seltos GTX,Kia,5,1491000.0,23113,Petrol
668,Mercedes-Benz GLE 250,Mercedes-Benz,8,4275000.0,47045,Diesel
669,Hyundai Grand i10,Hyundai,10,415000.00000000006,32064,Petrol
670,Maruti Suzuki Dzire,Maruti,7,637000.0,76203,Petrol
671,Hyundai Grand i10,Hyundai,5,476999.99999999994,27448,Petrol
672,Jeep Compass Limited,Jeep,3,2250000.0,5030,Petrol
673,Hyundai Santro Magna,Hyundai,5,509999.99999999994,30858,Petrol
674,Maruti Suzuki Swift,Maruti,8,550000.0,48000,Petrol
675,Hyundai i10 Sportz,Hyundai,13,320000.0,36500,Petrol
676,Maruti Suzuki Celerio,Maruti,6,524000.0,34039,ecofriendly_fuel
677,Hyundai Elite i20,Hyundai,6,536000.0,24062,Petrol
678,Mercedes-Benz C-Class C,Mercedes-Benz,9,3000000.0,64148,Diesel
679,MG Hector Sharp,MG,5,1611000.0,46301,Diesel
680,Mahindra Thar LX,Mahindra,2,1698999.9999999998,3590,Petrol
681,Toyota Fortuner 3.0,Toyota,10,1989999.9999999998,134361,Diesel
682,Toyota Fortuner 4x2,Toyota,8,2649000.0,108512,Diesel
683,Hyundai Grand i10,Hyundai,3,778000.0,8423,ecofriendly_fuel
684,Volkswagen Polo Comfortline,Volkswagen,11,345000.0,78800,Petrol
685,Maruti Suzuki Ciaz,Maruti,6,745000.0,46023,Petrol
686,Hyundai Verna 1.6,Hyundai,7,675000.0,47000,Petrol
687,Hyundai Elite i20,Hyundai,7,683000.0,18352,Petrol
688,Honda Amaze 1.2,Honda,9,459999.99999999994,70000,Petrol
689,MG Astor Savvy,MG,3,1475000.0,12000,Petrol
690,Maruti Suzuki Vitara,Maruti,5,875000.0,36422,Diesel
691,Honda City 1.5,Honda,12,565000.0,86593,Petrol
692,Hyundai Eon Era,Hyundai,11,250000.0,34000,Petrol
693,Ford EcoSport Titanium,Ford,8,685000.0,48504,Petrol
694,Maruti Suzuki Swift,Maruti,4,564000.0,12463,Petrol
695,Maruti Suzuki Alto,Maruti,7,299000.0,54923,Petrol
696,Honda Brio S,Honda,11,305000.0,52000,Petrol
697,Mahindra XUV500 W10,Mahindra,7,1499000.0,53075,Diesel
698,BMW X1 sDrive20d,BMW,7,2175000.0,21000,Diesel
699,Maruti Suzuki Wagon,Maruti,7,391000.0,18705,Petrol
700,Maruti Suzuki Swift,Maruti,7,690000.0,69000,Diesel
701,Maruti Suzuki Dzire,Maruti,7,770000.0,71250,Diesel
702,Hyundai Creta Facelift,Hyundai,2,1920000.0,18583,Petrol
703,Maruti Suzuki Vitara,Maruti,7,950000.0,117859,Diesel
704,Hyundai Elite i20,Hyundai,9,575000.0,67000,Petrol
705,Maruti Suzuki Baleno,Maruti,8,483000.0,57052,Petrol
706,Toyota Innova Crysta,Toyota,6,1975000.0,75000,Diesel
707,Hyundai Elantra SX,Hyundai,8,1090000.0,71395,Petrol
708,Maruti Suzuki Alto,Maruti,8,389000.0,24550,Petrol
709,Volkswagen Ameo Comfortline,Volkswagen,5,590000.0,28000,Petrol
710,Maruti Suzuki Dzire,Maruti,5,634000.0,8087,Petrol
711,Volkswagen Vento Highline,Volkswagen,10,445000.0,88000,Petrol
712,Tata Nexon XMA,Tata,5,745000.0,26438,Petrol
713,Honda City V,Honda,6,996000.0000000001,71420,Petrol
714,Maruti Suzuki Vitara,Maruti,4,1117000.0,21052,Petrol
715,Audi Q7 4.2,Audi,10,3200000.0,170000,Diesel
716,Honda City V,Honda,7,885000.0,43417,Petrol
717,Maruti Suzuki Swift,Maruti,12,325000.0,75100,Petrol
718,Toyota Camry Hybrid,Toyota,2,4850000.0,700,Petrol
719,Honda Brio S,Honda,8,450000.0,21996,Petrol
720,Tata Harrier XZA,Tata,3,2251000.0,30229,Diesel
721,Maruti Suzuki Alto,Maruti,8,299000.0,37796,Petrol
722,Maruti Suzuki Dzire,Maruti,4,880000.0000000001,40904,Petrol
723,Hyundai Grand i10,Hyundai,9,415000.00000000006,43000,Diesel
724,Maruti Suzuki Wagon,Maruti,12,295000.0,80173,ecofriendly_fuel
725,Maruti Suzuki Alto,Maruti,6,379000.0,18512,Petrol
726,Honda City V,Honda,8,625000.0,73000,Petrol
727,Maruti Suzuki Celerio,Maruti,2,689000.0,1064,ecofriendly_fuel
728,Hyundai Grand i10,Hyundai,7,409999.99999999994,37000,Petrol
729,Hyundai Santro Sportz,Hyundai,5,486000.00000000006,60600,Petrol
730,Hyundai Elite i20,Hyundai,8,495000.0,21344,Petrol
731,Hyundai Creta SX,Hyundai,6,1285000.0,82899,Diesel
732,Maruti Suzuki Celerio,Maruti,6,450000.0,29192,Petrol
733,Maruti Suzuki Celerio,Maruti,9,364000.0,11363,Petrol
734,Maruti Suzuki Wagon,Maruti,13,250000.0,77050,ecofriendly_fuel
735,Tata Tiago Revotron,Tata,6,525000.0,24051,Petrol
736,Mahindra XUV500 W10,Mahindra,8,1375000.0,75811,Diesel
737,Tata Tiago Revotron,Tata,7,465000.00000000006,45412,Petrol
738,Toyota Innova Crysta,Toyota,6,1580000.0,115000,Diesel
739,Maruti Suzuki Swift,Maruti,6,730000.0,90251,Diesel
740,Maruti Suzuki Wagon,Maruti,8,359000.0,28518,Petrol
741,Datsun GO T,Datsun,6,361000.0,33766,Petrol
742,Ford Fiesta Exi,Ford,15,175000.0,114000,Petrol
743,Volvo S90 D4,Volvo,4,4750000.0,30000,Diesel
744,Maruti Suzuki Swift,Maruti,10,428000.0,12902,Petrol
745,Maruti Suzuki Vitara,Maruti,6,844999.9999999999,62769,Diesel
746,Hyundai Grand i10,Hyundai,9,349000.0,52242,Diesel
747,Honda Jazz ZX,Honda,3,1024000.0,9838,Petrol
748,Renault Kwid Neotech,Renault,3,475000.0,12000,Petrol
749,Honda BR-V V,Honda,8,775000.0,76275,Petrol
750,Honda City V,Honda,7,765000.0,29500,Petrol
751,Tata Safari XZA,Tata,3,2395000.0,22617,Diesel
752,Renault Triber RXZ,Renault,4,670000.0,25000,Petrol
753,BMW 7 Series,BMW,7,6975000.0,22000,Diesel
754,Nissan Sunny XL,Nissan,7,575000.0,29208,Diesel
755,Volkswagen Vento Trendline,Volkswagen,13,315000.0,62000,Petrol
756,Land Rover Range,Land,6,5300000.0,22000,Diesel
757,Hyundai Eon Era,Hyundai,7,350000.0,26700,Petrol
758,Honda Jazz V,Honda,8,530000.0,41217,Petrol
759,Hyundai Creta SX,Hyundai,9,750000.0,56747,Petrol
760,Maruti Suzuki Wagon,Maruti,4,553000.0,51765,ecofriendly_fuel
761,Honda Amaze 1.2,Honda,10,465000.00000000006,54000,Petrol
762,Tata Harrier XZA,Tata,3,2250000.0,9535,Diesel
763,Hyundai Santro Sportz,Hyundai,5,484999.99999999994,25000,Petrol
764,Maruti Suzuki Wagon,Maruti,9,400000.0,47000,ecofriendly_fuel
765,Honda City VX,Honda,9,750000.0,46399,Petrol
766,Maruti Suzuki Alto,Maruti,5,370000.0,47377,ecofriendly_fuel
767,Hyundai Grand i10,Hyundai,5,669000.0,44300,Petrol
768,Toyota Innova Crysta,Toyota,7,1975000.0,144286,Diesel
769,Hyundai i10 Asta,Hyundai,11,325000.0,46721,Petrol
770,Hyundai Elite i20,Hyundai,6,799000.0,21303,Petrol
771,Maruti Suzuki Ritz,Maruti,10,409999.99999999994,80000,Diesel
772,Audi Q3 2.0,Audi,9,1579000.0,73000,Diesel
773,Chevrolet Beat LS,Chevrolet,13,150000.0,84656,Diesel
774,Hyundai Elite i20,Hyundai,9,565000.0,18523,Petrol
775,Honda Amaze 1.5,Honda,9,560000.0,76018,Diesel
776,Nissan Sunny XL,Nissan,11,495000.0,73056,Petrol
777,Hyundai Venue SX,Hyundai,3,1300000.0,23221,Diesel
778,Honda Brio V,Honda,13,285000.0,71000,Petrol
779,Hyundai Elite i20,Hyundai,5,723000.0,13825,Petrol
780,Tata Zest XM,Tata,9,550000.0,101785,Diesel
781,Maruti Suzuki Wagon,Maruti,9,409999.99999999994,24000,ecofriendly_fuel
782,Maruti Suzuki Celerio,Maruti,5,558000.0,77813,ecofriendly_fuel
783,Maruti Suzuki Baleno,Maruti,5,618000.0,41617,Petrol
784,BMW 3 Series,BMW,11,1200000.0,41000,Diesel
785,Maruti Suzuki Wagon,Maruti,9,378000.0,55847,Petrol
786,Renault Duster RXZ,Renault,4,1190000.0,16600,Petrol
787,Honda Jazz V,Honda,5,599000.0,57340,Petrol
788,Hyundai i20 Active,Hyundai,9,590000.0,45173,Petrol
789,Honda City VX,Honda,7,999000.0,58019,Petrol
790,Hyundai Grand i10,Hyundai,9,499000.0,53150,Petrol
791,Tata Nexon XZA,Tata,4,1099000.0,44999,Petrol
792,Hyundai Santro Sportz,Hyundai,3,540000.0,12996,Petrol
793,Tata Nexon XZ,Tata,6,913000.0000000001,50043,Petrol
794,Maruti Suzuki Ciaz,Maruti,6,686000.0,21880,Petrol
795,Volkswagen Polo Highline1.2L,Volkswagen,10,550000.0,36486,Diesel
796,Toyota Yaris J,Toyota,5,847000.0000000001,18535,Petrol
