,name,company,year,price,kms_driven,fuel_type
797,Maruti Suzuki Swift,Maruti,6,675000.0,37090,Petrol
798,Honda Jazz S,Honda,6,650000.0,26361,Petrol
799,Honda City ZX,Honda,7,811000.0,72973,Petrol
800,Toyota Etios VX,Toyota,10,411000.00000000006,121790,Petrol
801,Renault Kwid 1.0,Renault,6,270000.0,140000,Petrol
802,Hyundai Grand i10,Hyundai,7,525000.0,39200,Petrol
803,Hyundai Grand i10,Hyundai,7,550000.0,61391,Diesel
804,Maruti Suzuki S-Cross,Maruti,6,950000.0,87544,Diesel
805,Honda Brio S,Honda,10,345000.0,32000,Petrol
806,Maruti Suzuki Baleno,Maruti,7,565000.0,66000,Petrol
807,Nissan Magnite XV,Nissan,3,840000.0,13264,Petrol
808,Skoda Rapid Style,Skoda,6,875000.0,31469,Petrol
809,Volkswagen Cross Polo,Volkswagen,7,650000.0,71976,Petrol
810,Honda City S,Honda,8,575000.0,59800,Petrol
811,Honda Amaze VX,Honda,4,922000.0000000001,5768,Petrol
812,Maruti Suzuki Swift,Maruti,9,531000.0,55209,Petrol
813,Mercedes-Benz CLA 200,Mercedes-Benz,8,2426000.0,59500,Diesel
814,Hyundai i10 Magna,Hyundai,8,400000.0,45000,Petrol
815,Nissan Terrano XL,Nissan,8,769000.0,63839,Diesel
816,Jaguar XE Prestige,Jaguar,7,2975000.0,32434,Petrol
817,Maruti Suzuki Wagon,Maruti,8,375000.0,55264,Petrol
818,Hyundai Elite i20,Hyundai,7,545000.0,12906,Petrol
819,Maruti Suzuki Swift,Maruti,3,765000.0,18236,Petrol
820,Maruti Suzuki S-Cross,Maruti,2,1050000.0,6200,Petrol
821,Honda City SV,Honda,10,575000.0,80122,Petrol
822,Honda Jazz S,Honda,8,450000.0,46220,Diesel
823,Ford EcoSport Titanium,Ford,8,799000.0,63767,Diesel
824,Audi A6 2.0,Audi,11,1213000.0,69000,Diesel
825,Maruti Suzuki Swift,Maruti,6,685000.0,81007,Diesel
826,Audi Q5 3.0,Audi,9,2800000.0,78457,Diesel
827,Maruti Suzuki Vitara,Maruti,4,949000.0,41098,Petrol
828,Maruti Suzuki Celerio,Maruti,8,396000.0,50809,Petrol
829,Maruti Suzuki Vitara,Maruti,5,953999.9999999999,59568,Diesel
830,Skoda Laura Ambition,Skoda,11,425000.0,140037,Diesel
831,Honda WR-V VX,Honda,7,645000.0,63036,Diesel
832,Maruti Suzuki Alto,Maruti,3,451000.0,18362,ecofriendly_fuel
833,Hyundai Elantra 1.6,Hyundai,9,931000.0,85520,Diesel
834,Honda Amaze 1.2,Honda,8,500000.0,46000,Petrol
835,Land Rover Discovery,Land,6,4950000.0,38000,Diesel
836,Maruti Suzuki S-Cross,Maruti,3,1095000.0,12712,Petrol
837,Maruti Suzuki Ciaz,Maruti,7,769000.0,35731,Petrol
838,Ford EcoSport Titanium,Ford,7,585000.0,39000,Petrol
839,Honda Jazz V,Honda,9,475000.0,32000,Petrol
841,Maruti Suzuki Swift,Maruti,6,652000.0,80457,Petrol
842,Hyundai Elite i20,Hyundai,6,621000.0,91234,Diesel
843,Hyundai Grand i10,Hyundai,8,615000.0,49422,Petrol
844,Maruti Suzuki Wagon,Maruti,7,475000.0,33053,Petrol
845,Hyundai Aura SX,Hyundai,4,730000.0,17385,Petrol
846,Mercedes-Benz AMG GLA35,Mercedes-Benz,3,6100000.0,1600,Petrol
847,Maruti Suzuki Dzire,Maruti,2,974000.0,10158,Petrol
848,Hyundai Creta SX,Hyundai,6,1023000.0,56907,Diesel
849,Hyundai Elite i20,Hyundai,5,800000.0,18000,Petrol
850,Kia Seltos GTX,Kia,4,1682000.0,12498,Petrol
851,Honda Brio S,Honda,11,419000.00000000006,42265,Petrol
852,Maruti Suzuki Celerio,Maruti,6,487000.0,81329,ecofriendly_fuel
853,Hyundai Grand i10,Hyundai,8,450000.0,53300,Petrol
854,Nissan Magnite XV,Nissan,3,830000.0000000001,20000,Petrol
855,Renault Duster 110,Renault,6,1028999.9999999999,59839,Diesel
856,Toyota Fortuner 2.8,Toyota,6,3200000.0,177734,Diesel
857,Honda Brio S,Honda,10,282000.0,55200,Petrol
858,Maruti Suzuki S-Presso,Maruti,4,451999.99999999994,31651,Petrol
859,Hyundai Verna 1.6,Hyundai,6,910000.0,25921,Petrol
860,Tata Nexon XZ,Tata,2,1150000.0,700,Petrol
861,Honda Brio V,Honda,10,351000.0,39276,Petrol
862,Audi A6 2.0,Audi,10,1650000.0,75000,Diesel
863,Honda Amaze 1.2,Honda,6,685000.0,25075,Petrol
864,Kia Seltos HTX,Kia,4,1353000.0,10678,Petrol
865,Ford EcoSport Titanium,Ford,9,575000.0,31250,Petrol
866,Maruti Suzuki Swift,Maruti,14,265000.0,38500,Petrol
867,Maruti Suzuki Wagon,Maruti,9,400000.0,25299,Petrol
868,BMW 7 Series,BMW,15,1250000.0,35000,Diesel
869,Maruti Suzuki Swift,Maruti,5,571000.0,21388,Petrol
870,Mahindra TUV300 T8,Mahindra,9,645000.0,35239,Diesel
871,Volkswagen Polo GT,Volkswagen,3,825000.0,11106,Petrol
872,Kia Seltos HTX,Kia,4,1275000.0,28133,Petrol
873,Maruti Suzuki Ciaz,Maruti,3,1076000.0,23097,Petrol
874,Maruti Suzuki Wagon,Maruti,8,376000.0,57348,Petrol
875,Mercedes-Benz CLA 200,Mercedes-Benz,6,2975000.0,37329,Diesel
876,Ford EcoSport Titanium,Ford,7,719000.0,15443,Petrol
877,Hyundai Eon Era,Hyundai,6,340000.0,43000,Petrol
878,Hyundai Creta SX,Hyundai,7,925000.0,39240,Petrol
879,Hyundai Santro Sportz,Hyundai,5,545000.0,43784,ecofriendly_fuel
880,Maruti Suzuki Vitara,Maruti,6,925000.0,87803,Diesel
881,Hyundai i20 Active,Hyundai,9,645000.0,45000,Petrol
882,Toyota Etios VX,Toyota,13,309000.0,35311,Petrol
883,Mahindra Alturas G4,Mahindra,6,1898999.9999999998,42347,Diesel
884,Maruti Suzuki Swift,Maruti,6,700000.0,68183,Petrol
885,Mercedes-Benz GLA 200,Mercedes-Benz,6,3300000.0,41679,Diesel
886,Hyundai Verna Fluidic,Hyundai,11,459999.99999999994,77394,Petrol
887,Honda Jazz VX,Honda,5,699000.0,30610,Petrol
888,Toyota Urban Cruiser,Toyota,3,1140000.0,6257,Petrol
889,Hyundai Creta SX,Hyundai,7,1072000.0,75799,Diesel
890,Datsun GO T,Datsun,6,250000.0,47000,Petrol
891,Maruti Suzuki Ertiga,Maruti,11,650000.0,52000,ecofriendly_fuel
892,Toyota Innova 2.5,Toyota,6,2030999.9999999998,40372,Diesel
893,Audi A8 L,Audi,11,2751000.0,45500,Diesel
894,Ford EcoSport Titanium,Ford,5,944999.9999999999,43624,Petrol
895,Maruti Suzuki Swift,Maruti,6,595000.0,18548,Petrol
896,Ford Freestyle Trend,Ford,5,610000.0,63000,Petrol
897,Maruti Suzuki Vitara,Maruti,7,885000.0,51439,Diesel
898,BMW X1 sDrive20d,BMW,6,3275000.0,56307,Diesel
899,Maruti Suzuki Dzire,Maruti,6,641000.0,30481,Petrol
900,Hyundai Elite i20,Hyundai,6,789000.0,34058,Petrol
901,Honda Amaze 1.2,Honda,9,519000.00000000006,48285,Petrol
902,Ford EcoSport Titanium,Ford,7,790000.0,60126,Diesel
903,BMW 5 Series,BMW,5,3800000.0,61000,Diesel
904,Maruti Suzuki Celerio,Maruti,7,488999.99999999994,88603,ecofriendly_fuel
905,Maruti Suzuki Alto,Maruti,11,209000.0,45643,Petrol
906,Tata Altroz XZ,Tata,3,977999.9999999999,10412,Diesel
907,Hyundai Grand i10,Hyundai,5,570000.0,32335,Petrol
908,Mercedes-Benz S-Class 350,Mercedes-Benz,13,1456000.0,133000,Petrol
909,Hyundai Elantra 1.6,Hyundai,10,625000.0,80000,Diesel
910,Honda Jazz SV,Honda,9,599000.0,39173,Petrol
911,Hyundai i20 Sportz,Hyundai,11,450000.0,91127,Diesel
912,Hyundai Verna SX,Hyundai,5,1325000.0,29373,Diesel
913,Kia Sonet HTX,Kia,4,1050000.0,23700,Petrol
914,Honda City 1.5,Honda,11,399000.0,62550,Petrol
915,Hyundai Elite i20,Hyundai,9,571000.0,66000,Diesel
916,Maruti Suzuki Wagon,Maruti,10,349000.0,89000,ecofriendly_fuel
917,Hyundai Eon 1.0,Hyundai,8,295000.0,45100,Petrol
918,Hyundai Grand i10,Hyundai,8,461000.00000000006,53734,Petrol
919,Hyundai i20 Active,Hyundai,8,690000.0,74655,Petrol
920,Toyota Innova 2.5,Toyota,15,650000.0,340000,Diesel
921,Toyota Corolla Altis,Toyota,5,1190000.0,54517,Petrol
922,Maruti Suzuki Alto,Maruti,5,335000.0,35000,Petrol
923,Maruti Suzuki Ciaz,Maruti,8,640000.0,36937,Petrol
925,Hyundai Creta SX,Hyundai,8,880000.0000000001,48488,Petrol
926,Volkswagen Tiguan Highline,Volkswagen,7,2376000.0,72533,Diesel
927,Mercedes-Benz R-Class R350,Mercedes-Benz,12,2485000.0,44724,Petrol
928,Honda Amaze 1.5,Honda,7,475000.0,43000,Diesel
929,Hyundai Xcent SX,Hyundai,9,486000.00000000006,94691,Petrol
930,Hyundai Verna Fluidic,Hyundai,11,499000.0,71550,Petrol
931,Nissan Terrano XL,Nissan,10,625000.0,77000,Diesel
932,Ford EcoSport Titanium,Ford,9,630000.0,95240,Diesel
933,Honda City SV,Honda,10,595000.0,46200,Petrol
934,Maruti Suzuki Vitara,Maruti,6,779000.0,58481,Diesel
935,Honda Jazz VX,Honda,5,811000.0,8652,Petrol
936,Maruti Suzuki Alto,Maruti,7,350000.0,30680,Petrol
937,Maruti Suzuki Swift,Maruti,6,450000.0,34933,Petrol
938,Hyundai Elite i20,Hyundai,6,779000.0,42825,Petrol
939,Hyundai Creta 1.6,Hyundai,6,791000.0,39813,Petrol
940,Volkswagen Vento Highline,Volkswagen,13,345000.0,50667,Petrol
941,Maruti Suzuki Vitara,Maruti,4,861999.9999999999,29219,Petrol
942,Mercedes-Benz E-Class E350,Mercedes-Benz,12,1195000.0,63906,Diesel
943,Toyota Innova Crysta,Toyota,5,2450000.0,35531,Diesel
944,Hyundai Santro Sportz,Hyundai,5,545000.0,23404,ecofriendly_fuel
945,Hyundai Grand i10,Hyundai,6,511000.00000000006,22498,Petrol
946,Maruti Suzuki Wagon,Maruti,9,395000.0,68000,ecofriendly_fuel
947,Mahindra Marazzo M6,Mahindra,6,1044999.9999999999,70163,Diesel
948,Datsun redi-GO Gold,Datsun,7,285000.0,48261,Petrol
949,Honda City V,Honda,5,990000.0,42700,Petrol
950,Renault Kwid 1.0,Renault,4,545000.0,32000,Petrol
951,Ford EcoSport Titanium,Ford,6,759000.0,46900,Petrol
952,Maruti Suzuki Alto,Maruti,6,321000.0,20315,Petrol
953,Jeep Compass Limited,Jeep,6,1800000.0,66500,Diesel
954,Maruti Suzuki Vitara,Maruti,6,745000.0,40579,Diesel
955,Honda City 1.5,Honda,14,390000.0,72474,Petrol
956,Tata Nexon XZ,Tata,2,1150000.0,1419,Petrol
957,Maruti Suzuki Alto,Maruti,8,320000.0,29799,Petrol
958,Maruti Suzuki Ciaz,Maruti,7,675000.0,73402,Petrol
959,Maruti Suzuki Alto,Maruti,9,269000.0,70661,Petrol
960,Mahindra XUV500 W10,Mahindra,9,1150000.0,148803,Diesel
961,Kia Sonet HTE,Kia,3,790000.0,7500,Petrol
962,Maruti Suzuki Ertiga,Maruti,7,644000.0,53056,Petrol
963,Maruti Suzuki Eeco,Maruti,4,555000.0,69817,ecofriendly_fuel
964,Audi A6 35,Audi,11,1800000.0,38894,Diesel
965,Maruti Suzuki Alto,Maruti,12,234000.0,15685,Petrol
966,Jeep Compass Sport,Jeep,6,1530000.0,18000,Petrol
967,Maruti Suzuki Wagon,Maruti,11,268000.0,76617,Petrol
968,Skoda Kodiaq Style,Skoda,6,3325000.0,32407,Diesel
969,Maruti Suzuki Swift,Maruti,6,648000.0,21852,Petrol
970,Mahindra KUV100 K4,Mahindra,7,395000.0,41000,Petrol
971,Kia Sonet GTX,Kia,2,1275000.0,4000,Petrol
972,Hyundai Elite i20,Hyundai,6,675000.0,31776,Petrol
973,Maruti Suzuki Swift,Maruti,10,385000.0,76725,Petrol
974,Maruti Suzuki Dzire,Maruti,6,544000.0,25144,Petrol
975,Renault Duster 110,Renault,6,1025000.0,63673,Diesel
976,Hyundai Grand i10,Hyundai,7,534000.0,40558,Petrol
977,Hyundai Creta 1.6,Hyundai,9,1125000.0,74469,Diesel
978,Toyota Yaris G,Toyota,6,755000.0,67067,Petrol
979,Volkswagen Vento Highline,Volkswagen,13,325000.0,77000,Petrol
980,Hyundai Eon Era,Hyundai,13,220000.00000000003,81000,Petrol
981,Tata Harrier XT,Tata,4,1895000.0,30830,Diesel
982,Tata Tiago Revotron,Tata,6,569000.0,33640,Petrol
983,Volkswagen Vento Comfortline,Volkswagen,9,765000.0,60240,Petrol
984,Ford EcoSport Titanium,Ford,10,511000.00000000006,62225,Diesel
985,Audi A4 2.0,Audi,9,1689999.9999999998,48000,Diesel
986,Honda BR-V V,Honda,8,795000.0,61280,Petrol
987,Maruti Suzuki Ertiga,Maruti,10,670000.0,92064,Diesel
988,Tata Altroz XZ,Tata,4,789000.0,9291,Petrol
989,Maruti Suzuki Baleno,Maruti,6,625000.0,65000,Diesel
990,Toyota Yaris V,Toyota,5,990000.0,41079,Petrol
991,Renault Kwid CLIMBER,Renault,4,555000.0,10690,Petrol
992,Hyundai Creta 1.6,Hyundai,5,1175000.0,36313,Petrol
993,Honda City SV,Honda,9,590000.0,75258,Petrol
994,Maruti Suzuki Swift,Maruti,6,750000.0,21523,Petrol
995,Hyundai Eon 1.0,Hyundai,8,310000.0,40000,Petrol
996,Maruti Suzuki Wagon,Maruti,6,490000.00000000006,57300,ecofriendly_fuel
997,BMW 7 Series,BMW,14,1955999.9999999998,77000,Diesel
998,Maruti Suzuki Vitara,Maruti,5,1011999.9999999999,20744,Diesel
999,Audi A3 35,Audi,4,3050000.0,40910,Diesel
1000,Mercedes-Benz GLA 200,Mercedes-Benz,7,2559000.0,25000,Diesel
1001,Maruti Suzuki Ertiga,Maruti,3,936000.0,43162,Petrol
1002,Honda Accord 2.4,Honda,14,390000.0,82000,Petrol
1003,MG Hector Plus,MG,3,1939999.9999999998,24000,Petrol
1004,Tata Indigo eCS,Tata,10,200000.0,175000,Diesel
1005,Hyundai Grand i10,Hyundai,10,471000.0,21415,Petrol
1006,Maruti Suzuki Celerio,Maruti,8,445000.0,48549,Petrol
1007,BMW 5 Series,BMW,9,2149000.0,69000,Diesel
1008,Datsun redi-GO T(O),Datsun,5,345000.0,1391,Petrol
1009,Maruti Suzuki Wagon,Maruti,10,325000.0,42000,Petrol
1010,Renault Kwid RXT,Renault,2,525000.0,8097,Petrol
1011,Maruti Suzuki Swift,Maruti,10,408000.0,31511,Petrol
1012,Skoda Rapid Ambition,Skoda,11,351000.0,65000,Petrol
1013,Mercedes-Benz E-Class E,Mercedes-Benz,6,4450000.0,88508,Diesel
1014,Mahindra Thar LX,Mahindra,3,1299000.0,36804,Diesel
1015,Hyundai Creta SX,Hyundai,6,1490000.0,40000,Diesel
1016,Skoda Rapid Ambition,Skoda,8,745000.0,117048,Diesel
1017,Maruti Suzuki Alto,Maruti,3,350000.0,28200,Petrol
1018,Maruti Suzuki Swift,Maruti,10,499000.0,57742,Petrol
1019,Audi Q3 30,Audi,7,2250000.0,94520,Diesel
1020,Mahindra XUV500 W8,Mahindra,9,685000.0,88066,Diesel
1021,Volkswagen Polo Highline1.2L,Volkswagen,10,380000.0,78140,Diesel
1022,Tata Nexon XZA,Tata,6,875000.0,29873,Petrol
1023,Hyundai Elite i20,Hyundai,5,880000.0000000001,56415,Diesel
1024,Honda BR-V S,Honda,6,942000.0,38258,Petrol
1025,Volvo S60 Kinetic,Volvo,8,1595000.0,118271,Diesel
1026,Mahindra Bolero Power,Mahindra,5,832000.0,29726,Diesel
1027,Maruti Suzuki Vitara,Maruti,7,865000.0,77000,Diesel
1028,Mahindra XUV500 W11(O),Mahindra,6,1395000.0,55218,Diesel
1029,Maruti Suzuki XL6,Maruti,3,1044999.9999999999,2390,Petrol
1030,Hyundai Grand i10,Hyundai,7,491000.0,71975,Petrol
1031,Tata Hexa XTA,Tata,6,1550000.0,70930,Diesel
1032,Honda Amaze 1.2,Honda,7,625000.0,45751,Petrol
1033,Maruti Suzuki Wagon,Maruti,8,369000.0,32702,Petrol
1034,Honda Amaze 1.2,Honda,6,725000.0,45982,Petrol
1035,Jeep Compass Limited,Jeep,6,1745000.0,57624,Diesel
1036,Maruti Suzuki Celerio,Maruti,10,400000.0,67000,Petrol
1037,Renault Kwid CLIMBER,Renault,3,480000.0,1245,Petrol
1038,Honda City SV,Honda,8,799000.0,56861,Petrol
1039,Maruti Suzuki Dzire,Maruti,4,795000.0,33372,Petrol
1040,Tata Safari XZA,Tata,3,2400000.0,22360,Diesel
1041,Hyundai i20 Magna,Hyundai,10,425000.0,74050,Petrol
1042,Hyundai Elite i20,Hyundai,6,894999.9999999999,39389,Petrol
1043,Maruti Suzuki Alto,Maruti,9,336000.0,44042,Petrol
1044,Mercedes-Benz C-Class C,Mercedes-Benz,5,4600000.0,53841,Diesel
1045,Mahindra XUV500 W11,Mahindra,6,1590000.0,45724,Diesel
1046,Jeep Compass Model,Jeep,2,3700000.0,1600,Diesel
1047,Hyundai Grand i10,Hyundai,5,500000.0,33583,Petrol
1048,Hyundai Venue S,Hyundai,4,1044999.9999999999,32727,Petrol
1049,Hyundai Verna 1.6,Hyundai,6,868000.0,52858,Petrol
1050,Maruti Suzuki Alto,Maruti,8,295000.0,88989,Petrol
1051,Skoda Rapid Style,Skoda,3,1046000.0000000001,10418,Petrol
1052,Chevrolet Cruze LTZ,Chevrolet,7,850000.0,65000,Diesel
1053,Maruti Suzuki Baleno,Maruti,6,689000.0,31968,Petrol
1054,Hyundai Elite i20,Hyundai,5,851000.0,41236,Petrol
1055,Maruti Suzuki Baleno,Maruti,7,585000.0,36101,Petrol
1056,Hyundai Creta SX,Hyundai,7,1171000.0,44157,Diesel
1057,Volkswagen Polo GT,Volkswagen,10,592000.0,51644,Petrol
1058,Hyundai Venue SX,Hyundai,5,983000.0,40655,Diesel
1059,Honda Amaze 1.2,Honda,9,469000.00000000006,79749,Petrol
1060,Volkswagen Ameo Trendline,Volkswagen,6,465000.00000000006,46000,Petrol
1061,Volkswagen Ameo Highline1.2L,Volkswagen,8,399000.0,40729,Petrol
1062,Hyundai Elite i20,Hyundai,9,658000.0,36349,Petrol
1063,Hyundai Grand i10,Hyundai,5,537000.0,23345,ecofriendly_fuel
1064,Hyundai Elite i20,Hyundai,8,534000.0,33679,Petrol
1065,Hyundai i10 1.1L,Hyundai,10,295000.0,56000,Petrol
1066,Maruti Suzuki Celerio,Maruti,9,395000.0,66290,Petrol
1067,Maruti Suzuki Celerio,Maruti,7,425000.0,41624,Petrol
1068,Hyundai Grand i10,Hyundai,11,430999.99999999994,46458,Petrol
1069,Audi A4 2.0,Audi,11,1650000.0,116265,Diesel
1070,Honda Amaze 1.2,Honda,10,400000.0,50821,Petrol
1071,Mahindra XUV500 W8,Mahindra,8,975000.0,87820,Diesel
1072,Renault Kwid RXT,Renault,5,425000.0,22785,Petrol
1073,Maruti Suzuki Wagon,Maruti,6,450000.0,70000,ecofriendly_fuel
1074,Mercedes-Benz E-Class E,Mercedes-Benz,8,2700000.0,84169,Diesel
1075,Maruti Suzuki Baleno,Maruti,4,725000.0,12252,Petrol
1076,Hyundai i20 Asta,Hyundai,3,910000.0,12420,Petrol
1077,Hyundai i10 Sportz,Hyundai,10,367000.0,50714,Petrol
1078,Tata Tiago Revotron,Tata,3,590000.0,16337,Petrol
1079,Maruti Suzuki S-Cross,Maruti,7,795000.0,52245,Diesel
1080,Hyundai Venue SX,Hyundai,4,1097000.0,64317,Petrol
1081,Audi A6 2.0,Audi,10,1550000.0,101850,Diesel
1082,Hyundai Santro Sportz,Hyundai,5,529000.0,43189,Petrol
1083,Audi A4 35,Audi,8,2700000.0,82695,Diesel
1084,Maruti Suzuki Wagon,Maruti,3,687000.0,19225,ecofriendly_fuel
1085,Maruti Suzuki Swift,Maruti,8,580000.0,63323,Petrol
1086,Toyota Corolla Altis,Toyota,9,1150000.0,71957,Diesel
1087,Maruti Suzuki Ciaz,Maruti,4,849000.0,54031,Petrol
1088,Maruti Suzuki S-Cross,Maruti,6,894999.9999999999,53416,Diesel
1089,BMW 3 Series,BMW,8,2785000.0,64229,Diesel
1090,Honda Brio EX,Honda,10,375000.0,81122,Petrol
1091,Maruti Suzuki Wagon,Maruti,5,579000.0,50860,Petrol
1092,Skoda Kushaq Style,Skoda,2,1450000.0,3000,Petrol
1093,Maruti Suzuki Swift,Maruti,5,785000.0,32516,Petrol
1094,Maruti Suzuki Alto,Maruti,6,430000.0,30305,Petrol
1095,Mahindra Bolero Power,Mahindra,7,571000.0,45090,Diesel
1096,BMW 3 Series,BMW,5,3950000.0,51400,Diesel
1097,Toyota Innova Crysta,Toyota,7,1630999.9999999998,85182,Diesel
1098,Hyundai Elantra 1.8,Hyundai,10,685000.0,25000,Petrol
1099,Kia Seltos GTX,Kia,3,1598000.0,14300,Petrol
1100,Honda City SV,Honda,9,645000.0,52283,Petrol
1101,Tata Tiago NRG,Tata,2,843000.0,9578,Petrol
1102,Ford Freestyle Titanium,Ford,4,600000.0,32000,Petrol
1103,Honda City ZX,Honda,7,925000.0,43239,Petrol
1105,Skoda Rapid Ambition,Skoda,4,959000.0,54698,Petrol
1106,Maruti Suzuki Alto,Maruti,4,349000.0,19097,Petrol
1107,Maruti Suzuki Swift,Maruti,6,629000.0,37497,Petrol
1108,Volkswagen Polo Highline1.2L,Volkswagen,11,300000.0,76143,Petrol
1109,Honda City VX,Honda,7,1145000.0,28340,Petrol
1110,Toyota Corolla Altis,Toyota,7,1227000.0,75766,Petrol
1111,Hyundai Verna Fluidic,Hyundai,10,600000.0,106985,Diesel
1112,Jeep Compass Limited,Jeep,4,2000000.0,11000,Petrol
1113,BMW X3 xDrive20d,BMW,12,1800000.0,74073,Diesel
1114,Volkswagen Taigun Topline,Volkswagen,3,1599000.0,12093,Petrol
1115,Ford Figo Duratorq,Ford,11,299000.0,64983,Diesel
1116,Hyundai Elite i20,Hyundai,10,515000.00000000006,36787,Petrol
1117,Jeep Compass Limited,Jeep,7,1126000.0,47631,Diesel
1118,Maruti Suzuki Ciaz,Maruti,7,752000.0,28800,Petrol
1119,Maruti Suzuki Baleno,Maruti,5,875000.0,43000,Petrol
1120,Volkswagen Vento TSI,Volkswagen,8,610000.0,55837,Petrol
1121,Hyundai Creta SX,Hyundai,8,899000.0,41441,Petrol
1122,Volkswagen Polo Comfortline,Volkswagen,9,425000.0,49047,Petrol
1123,Hyundai Grand i10,Hyundai,11,428000.0,55888,Petrol
1124,Hyundai Santro Sportz,Hyundai,3,604000.0,32036,ecofriendly_fuel
1125,Maruti Suzuki Alto,Maruti,10,246000.0,71169,Petrol
1126,Honda Civic ZX,Honda,5,2070000.0,19600,Petrol
1127,Maruti Suzuki Ciaz,Maruti,7,600000.0,61456,Diesel
1128,Maruti Suzuki Baleno,Maruti,4,679000.0,28417,Petrol
1129,Maruti Suzuki Baleno,Maruti,6,699000.0,60132,Diesel
1130,Hyundai Elite i20,Hyundai,7,610000.0,45571,Petrol
1131,Hyundai Eon 1.0,Hyundai,10,283000.0,34229,Petrol
1132,Maruti Suzuki Wagon,Maruti,6,445000.0,38754,Petrol
1133,Hyundai Verna 1.6,Hyundai,5,965000.0,5564,Petrol
1134,Maruti Suzuki Alto,Maruti,5,430000.0,58006,Petrol
1135,Jeep Compass Limited,Jeep,4,2475000.0,11293,Diesel
1136,Volkswagen Polo Comfortline,Volkswagen,9,579000.0,51000,Petrol
1137,Hyundai Elite i20,Hyundai,7,770000.0,77505,Diesel
1138,Maruti Suzuki Alto,Maruti,5,343000.0,6370,Petrol
1139,Maruti Suzuki Swift,Maruti,7,515000.00000000006,59000,Petrol
1140,Maruti Suzuki Swift,Maruti,5,725000.0,11874,Petrol
1141,Renault Kwid 1.0,Renault,7,285000.0,56856,Petrol
1142,Maruti Suzuki Ignis,Maruti,6,474000.0,11824,Petrol
1143,Mahindra XUV500 W6,Mahindra,8,1125000.0,56877,Diesel
1144,Maruti Suzuki Wagon,Maruti,9,400000.0,45000,ecofriendly_fuel
1145,Honda WR-V VX,Honda,7,625000.0,24459,Petrol
1146,Renault Kwid 1.0,Renault,8,314000.0,43335,Petrol
1147,Honda Jazz V,Honda,8,400000.0,54912,Petrol
1148,Maruti Suzuki Baleno,Maruti,5,665000.0,15116,Petrol
1149,Volvo V90 Cross,Volvo,6,3600000.0,67713,Diesel
1150,Maruti Suzuki Baleno,Maruti,4,725000.0,45000,Petrol
1151,Hyundai Eon Era,Hyundai,6,245000.00000000003,46101,Petrol
1152,Maruti Suzuki Dzire,Maruti,6,769000.0,46232,Petrol
1153,Mercedes-Benz GLC 220d,Mercedes-Benz,2,6498999.999999999,6563,Diesel
1154,Land Rover Discovery,Land,8,2699000.0,64801,Diesel
1155,Mercedes-Benz GLE 250,Mercedes-Benz,6,5355000.0,46023,Diesel
1156,Hyundai Verna Fluidic,Hyundai,10,515000.00000000006,74371,Petrol
1157,Hyundai Elite i20,Hyundai,6,594000.0,58262,Diesel
1158,Honda BR-V V,Honda,8,790000.0,61225,Petrol
1159,Hyundai Xcent S,Hyundai,9,482000.0,37882,Petrol
1160,Ford Endeavour Titanium,Ford,6,3300000.0,71773,Diesel
1161,Hyundai i20 Magna,Hyundai,12,299000.0,35982,Petrol
1162,Honda Amaze 1.2,Honda,10,375000.0,46500,Petrol
1163,Mercedes-Benz E-Class E,Mercedes-Benz,8,2799000.0,24162,Diesel
1164,Datsun GO Plus,Datsun,9,250000.0,43000,Petrol
1165,Ford EcoSport Titanium,Ford,9,465000.00000000006,53000,Diesel
1166,Kia Sonet HTX,Kia,3,950000.0,58063,Diesel
1167,Audi Q7 45,Audi,6,6995000.0,37648,Diesel
1168,Maruti Suzuki Swift,Maruti,7,650000.0,82366,Diesel
1169,Skoda Kodiaq Style,Skoda,7,2500000.0,103885,Diesel
1170,Volkswagen Jetta Trendline,Volkswagen,13,295000.0,63389,Diesel
1171,Maruti Suzuki Ritz,Maruti,9,465000.00000000006,88000,Petrol
1172,Audi A3 40,Audi,6,2450000.0,43290,Petrol
1173,Maruti Suzuki Baleno,Maruti,6,621000.0,29093,Petrol
1174,Honda Jazz VX,Honda,7,550000.0,48210,Petrol
1175,Hyundai Verna Fluidic,Hyundai,10,669000.0,14296,Petrol
1176,Ford EcoSport Titanium,Ford,6,650000.0,59511,Diesel
1177,Toyota Fortuner 2.8,Toyota,3,4199000.0,6373,Diesel
1178,Toyota Innova Crysta,Toyota,6,2200000.0,88000,Diesel
1179,Kia Seltos HTX,Kia,4,1275000.0,42000,Petrol
1180,Renault Duster 110,Renault,9,775000.0,94931,Diesel
1181,MG Hector Shine,MG,3,1800000.0,5900,Petrol
1182,Land Rover Discovery,Land,5,4307000.0,38144,Diesel
1183,Toyota Innova Crysta,Toyota,4,2700000.0,48989,Diesel
1184,Maruti Suzuki Swift,Maruti,6,595000.0,15205,Petrol
1185,Mercedes-Benz GLS 350,Mercedes-Benz,7,6300000.0,59348,Diesel
1186,Maruti Suzuki Wagon,Maruti,6,382000.0,33941,Petrol
1187,Maruti Suzuki Wagon,Maruti,9,415000.00000000006,19812,ecofriendly_fuel
1188,Volkswagen Polo Highline,Volkswagen,6,484999.99999999994,55800,Petrol
1189,Hyundai Grand i10,Hyundai,7,482000.0,35010,Petrol
1190,Kia Seltos GTX,Kia,4,1689999.9999999998,11000,Petrol
